method,block,n,mean_residual,log_loss
long_only,12,142961,-0.012612317229001807,0.3887712879194314
long_only,13,175256,-0.009215014806783146,0.3715571036604218
long_only,14,174315,-0.006094218240427322,0.38150421869257184
long_only,15,142949,-0.0069582584313545885,0.4083694017795095
long_only,16,134488,-0.010472800663671651,0.40228101219943
long_only,17,123286,-0.014683509320665998,0.3961918785917189
long_only,18,104404,-0.015504742016771112,0.39577949472260804
long_only,19,92748,-0.015746345038143504,0.386507731034886
long_only,20,79126,-0.012419510809344718,0.3883148169532972
long_only,21,74681,-0.012449481768444926,0.392965110822115
long_only,22,63078,-0.011012003049891505,0.3889282324833576
long_only,23,59062,-0.011869505007865613,0.38997647104338445
short_only,0,53528,-0.006457408970024889,0.41051800000105954
short_only,1,62612,-0.0012597394948943668,0.4179000364031566
short_only,2,82596,-0.006043168168086332,0.3919363913453961
short_only,3,93926,-0.005079633403473269,0.4012143141573245
short_only,4,130369,-0.005355753889589123,0.35142309802497335
short_only,5,112432,-0.00415023503686818,0.38237412638527685
short_only,6,104428,-0.005837506721681486,0.3940094903391959
short_only,7,119244,-0.0032871866740160696,0.4078813523612442
short_only,8,131171,-0.006557308397108376,0.3720532549250882
short_only,9,142451,-0.009791248024999446,0.369401048569603
short_only,10,139874,-0.013779932294962079,0.374670026454648
short_only,11,128078,-0.006940916221462008,0.3969042535199932
short_only,12,142961,-0.011494876657571826,0.388224903696729
short_only,13,175256,-0.007085189329799242,0.3709194173528751
short_only,14,174315,-0.0034066260974622347,0.3816795456354924
short_only,15,142949,-0.004566326240151919,0.40824786082864273
short_only,16,134488,-0.007283816916676179,0.4020570981507909
short_only,17,123286,-0.009701273207665121,0.395810898678022
short_only,18,104404,-0.011367950639770273,0.3953140548545641
short_only,19,92748,-0.010577957978885734,0.385858677996721
short_only,20,79126,-0.007304498620729798,0.3878215487572598
short_only,21,74681,-0.007416063121555581,0.39162964289407515
short_only,22,63078,-0.00587442303264024,0.3880992824406806
short_only,23,59062,-0.007850362368881899,0.38795181482931457
combined,0,53528,-0.004308907071796504,0.4104982746810694
combined,1,62612,0.0011930774973524195,0.4179026795286931
combined,2,82596,-0.0068087728583785785,0.39342163824923604
combined,3,93926,-0.006803921761346772,0.40179545925129534
combined,4,130369,-0.009455737466794394,0.35129785135281927
combined,5,112432,-0.0042303992728137604,0.3819558570179379
combined,6,104428,-0.0056450058240714,0.3940464345260363
combined,7,119244,-0.002651121447940057,0.40762841650762854
combined,8,131171,-0.01368840446616331,0.3744330211625786
combined,9,142451,-0.01763841791961583,0.37252254235370685
combined,10,139874,-0.01577367002417167,0.375724382581228
combined,11,128078,-0.007205117412601237,0.39856763662967504
combined,12,142961,-0.009261447897537405,0.38846255963740606
combined,13,175256,-0.00554141978074773,0.3712938982758502
combined,14,174315,-0.0022606315952176242,0.381397244279239
combined,15,142949,-0.00286324204860189,0.40823608669479505
combined,16,134488,-0.006171409745880079,0.40200587622790007
combined,17,123286,-0.010091266193696413,0.3957436482875399
combined,18,104404,-0.010578228760109783,0.3952559477533281
combined,19,92748,-0.010549061366438147,0.385918645284862
combined,20,79126,-0.006815492782992191,0.38788376431308946
combined,21,74681,-0.0065337227826886115,0.392488774384535
combined,22,63078,-0.005115230385119777,0.38856971405486457
combined,23,59062,-0.005670352346782042,0.38959012114348585
time_of_day,0,53528,0.001979138411623074,0.41048714504282596
time_of_day,1,62612,-0.0005304238879350009,0.418031797621076
time_of_day,2,82596,-0.001583769711984105,0.3935819701059937
time_of_day,3,93926,-0.00440597285379691,0.40176639473034975
time_of_day,4,130369,-0.010635603947497733,0.3513532552727629
time_of_day,5,112432,-0.004836983021994034,0.3819809807461172
time_of_day,6,104428,-0.004666499815867549,0.39412230514606644
time_of_day,7,119244,-0.004127833011208036,0.4076907164106792
time_of_day,8,131171,-0.011877554167138586,0.37494596100230326
time_of_day,9,142451,-0.013490773530481373,0.3731949143317616
time_of_day,10,139874,-0.01090429440387521,0.37551074663920997
time_of_day,11,128078,-0.010921672305935062,0.3993337655771877
time_of_day,12,142961,-0.014053852412541694,0.3891840979539324
time_of_day,13,175256,-0.01180193100392554,0.3720618937386418
time_of_day,14,174315,-0.009226469989856701,0.38173989004440856
time_of_day,15,142949,-0.007941380893056309,0.40844067622922103
time_of_day,16,134488,-0.0035497920010560363,0.4019361649019692
time_of_day,17,123286,-0.0007067177854793758,0.3953851027186161
time_of_day,18,104404,0.004608797366864736,0.3949298016556758
time_of_day,19,92748,0.004412502112544289,0.3856113876803608
time_of_day,20,79126,0.00736313735634449,0.3879250720167688
time_of_day,21,74681,0.005867213473931044,0.39247048458186273
time_of_day,22,63078,0.004858668017127027,0.38856235634673125
time_of_day,23,59062,-0.001113588337261748,0.3894640881100949
