origin,eta,halflife,seed,inner_loss
29,150.0,10.0,2,0.6024836494123994
29,1000000.0,3.0,2,0.6027346097268782
29,1000000.0,5.0,2,0.6027346097268811
29,1000000.0,10.0,2,0.6027346097268811
30,10.0,3.0,2,0.605629681323508
30,10.0,5.0,2,0.6056297249015591
30,10.0,10.0,2,0.6056298187622795
30,30.0,3.0,2,0.6056284629534229
30,30.0,5.0,2,0.605628590058333
30,30.0,10.0,2,0.6056288662798778
30,60.0,3.0,2,0.605626683218995
30,60.0,5.0,2,0.6056269266759164
30,60.0,10.0,2,0.6056274631908397
30,150.0,3.0,2,0.6056216810269228
30,150.0,5.0,2,0.6056222115556827
30,150.0,10.0,2,0.6056234362595587
30,1000000.0,3.0,2,0.6058433248542805
30,1000000.0,5.0,2,0.6058433248542805
30,1000000.0,10.0,2,0.6058433248542805
