method,block,n,mean_residual,log_loss
long_only,13,242401,-0.007033864299443675,0.6018791257005688
long_only,14,229918,-0.0028141356330821108,0.6029278953880128
long_only,15,234435,-0.001212902463339248,0.6051347485433735
long_only,16,270188,0.0015064651800512042,0.6051717267331569
long_only,17,288744,0.004074703773990707,0.6079772010942603
long_only,18,306349,0.006164834608430262,0.6099876056376963
long_only,19,308996,0.006934892693284765,0.61182683551764
long_only,20,276318,0.009043557720009695,0.614539141492429
long_only,21,200793,0.01104322777637981,0.6164514279042795
long_only,22,102921,0.008368896089785076,0.6172454957041513
long_only,23,52958,0.0044789744025766545,0.6172929459890539
short_only,0,33668,0.011861597750372627,0.6188675606239261
short_only,1,24803,0.00912611149952612,0.618651282140813
short_only,2,26273,0.012126204322328147,0.6144858295853217
short_only,3,39998,0.015950780697629223,0.615736927845778
short_only,4,71492,0.00989865526903737,0.614719528694713
short_only,5,129515,0.004592228845656062,0.6130218268706372
short_only,6,188502,-0.0009546351273151435,0.6108156127507575
short_only,7,229519,-0.010049037569277873,0.6072154442700661
short_only,8,245943,-0.012288119675782973,0.6032602832301224
short_only,9,247125,-0.011459969825546685,0.6014344101016551
short_only,10,248221,-0.012250653959571594,0.6001751834855978
short_only,11,249878,-0.009669354337467548,0.6013778514273409
short_only,12,251193,-0.001766487935065038,0.6042964148438967
short_only,13,242401,-0.004223361983123286,0.6022775629264474
short_only,14,229918,0.0003731522073354503,0.603542478695317
short_only,15,234435,0.0017314877013159342,0.6057479487188773
short_only,16,270188,0.0039512160602533,0.6058725098844986
short_only,17,288744,0.005641454723465858,0.6085290235002575
short_only,18,306349,0.006605227402385281,0.61061931418437
short_only,19,308996,0.006080213075926826,0.612487203591068
short_only,20,276318,0.006835385868325514,0.6151557184106337
short_only,21,200793,0.007269278991486544,0.6170684294558104
short_only,22,102921,0.0032669456252830686,0.6176031666292473
short_only,23,52958,-0.001699993627010903,0.617670637655907
combined,0,33668,0.005692454918850707,0.6179378935091446
combined,1,24803,0.004954971664902409,0.6176217276359919
combined,2,26273,0.009365987650221695,0.6134594599044025
combined,3,39998,0.013884444136666917,0.6145580334789631
combined,4,71492,0.007795688660184273,0.6136308565617035
combined,5,129515,0.0021147842260296063,0.6120353048085618
combined,6,188502,-0.0033015938507546046,0.6099393871867332
combined,7,229519,-0.01203322488821248,0.6063728659770095
combined,8,245943,-0.013684433074621439,0.6022641876219301
combined,9,247125,-0.012457030195869663,0.6006272911682111
combined,10,248221,-0.01279102374655351,0.5993420598217529
combined,11,249878,-0.010052560868924162,0.6005459042449912
combined,12,251193,-0.0021590673821511113,0.6035779787132827
combined,13,242401,-0.004569398446835255,0.6016927801559856
combined,14,229918,9.221194644150607e-05,0.6026889256689949
combined,15,234435,0.0015706798255428027,0.6049240616872542
combined,16,270188,0.0037042694448165304,0.605121665489027
combined,17,288744,0.005377380313968032,0.6079198727573684
combined,18,306349,0.006298530747805394,0.6099190920894951
combined,19,308996,0.0057118847670940606,0.6117550776219611
combined,20,276318,0.006442774020336746,0.6144384555724228
combined,21,200793,0.006971850656452898,0.6162514303414593
combined,22,102921,0.0031163054974560176,0.6170862202010851
combined,23,52958,-0.0016517633783538885,0.6172896532797716
time_of_day,0,33668,-0.0022891627751566975,0.6172897648032006
time_of_day,1,24803,-0.0017688374267736699,0.6167949481909558
time_of_day,2,26273,-0.002573999264915968,0.612973561455568
time_of_day,3,39998,-0.0008153810220909039,0.6139010439026554
time_of_day,4,71492,-0.004482955965777839,0.6138440720898506
time_of_day,5,129515,-0.0035984263029236485,0.6122401163631357
time_of_day,6,188502,-0.00814090263592027,0.6102760964491531
time_of_day,7,229519,-0.008496233482829055,0.6065015770279015
time_of_day,8,245943,-0.006017532142576164,0.6022121493247642
time_of_day,9,247125,-0.004558273235894717,0.6005092974913399
time_of_day,10,248221,-0.005070683017074416,0.5992397110156251
time_of_day,11,249878,-0.004457559355646921,0.6004754768074845
time_of_day,12,251193,-0.0029207618471897697,0.6037283301989668
time_of_day,13,242401,-0.005933050372740814,0.6018593176089203
time_of_day,14,229918,-0.002812037394111357,0.6029620137151164
time_of_day,15,234435,-0.002586735239078354,0.6051842381316088
time_of_day,16,270188,-0.0014960850838736763,0.6051858264044261
time_of_day,17,288744,0.0003577597363527432,0.6079516745214776
time_of_day,18,306349,-0.0014298668839416162,0.6099151797014739
time_of_day,19,308996,-0.0004182654953363135,0.6117243470662792
time_of_day,20,276318,0.000953837372601068,0.6143520743010317
time_of_day,21,200793,-0.00026519040756842367,0.6161741723337963
time_of_day,22,102921,-0.0020526320663065093,0.6170981915332958
time_of_day,23,52958,-0.005268652395155911,0.6173068776979443
