method,block,n,mean_residual,log_loss
combined,11,249878,-0.010068175913172188,0.6005473617999626
combined,12,251193,-0.0021685861938635282,0.6035577991416714
combined,13,242401,-0.004551650151496732,0.6016981844253806
combined,14,229918,0.00014971784449302654,0.6027149457970707
combined,15,234435,0.0016258885139858923,0.6049339405542271
combined,16,270188,0.003556305714345253,0.6051178114737202
combined,17,288744,0.005214663550848843,0.6079288046023397
combined,18,306349,0.006163649644660404,0.6099077431630974
combined,19,308996,0.005617949311722177,0.6117235811120576
combined,20,276318,0.006330444693793784,0.6144153969489113
combined,21,200793,0.006894971076548175,0.616239676410239
combined,22,102921,0.0031185369159882335,0.617053202995885
combined,23,52958,-0.0016247380226747598,0.6172812958643392
time_of_day,0,33668,-0.0017639304354569866,0.617151504412107
time_of_day,1,24803,-0.0010668948536426783,0.6168697250474608
time_of_day,2,26273,-0.0017475736011047834,0.612973298006796
time_of_day,3,39998,0.0002601321100255346,0.6138158229821694
time_of_day,4,71492,-0.0033858348580186773,0.6137552800558117
time_of_day,5,129515,-0.0025042180673619163,0.6121270322503332
time_of_day,6,188502,-0.007079937164906776,0.6101115054050871
time_of_day,7,229519,-0.007390339699747465,0.6062743203210097
time_of_day,8,245943,-0.004940446042513149,0.602041950197651
time_of_day,9,247125,-0.003475367834426721,0.600407456963587
time_of_day,10,248221,-0.0040023375653829435,0.5990449990220542
time_of_day,11,249878,-0.0034108693075993305,0.6003786935033647
time_of_day,12,251193,-0.0019094802975682167,0.603623262039135
time_of_day,13,242401,-0.004833003072725383,0.6017432086804849
time_of_day,14,229918,-0.0016026668494120537,0.6028408284986572
time_of_day,15,234435,-0.001368266269023693,0.6050475908891347
time_of_day,16,270188,-0.0005190502692566856,0.6051266132059442
time_of_day,17,288744,0.001294467069104563,0.6079127403786739
time_of_day,18,306349,-0.0005086237661880296,0.6098421660900862
time_of_day,19,308996,0.0004888705877239175,0.6116573926982571
time_of_day,20,276318,0.0017255276678020113,0.6143499508354171
time_of_day,21,200793,0.00042452120782700476,0.6161497478703822
time_of_day,22,102921,-0.0018047646424772265,0.61704066250011
time_of_day,23,52958,-0.005038028821859885,0.6173000085103418
