variant,hidden,lr,weight_decay,dropout,delta_max,dev_imp_wt_ll,seconds,mlp_hidden,rank,cross_dim
v2_gru,16,0.001,0.0001,0.0,2.0,0.4175838848257947,0.7430808544158936,,,
v2_gru,16,0.001,0.0001,0.1,1.0,0.4175838848257947,1.7291131019592285,,,
v2_gru,16,0.001,0.0001,0.1,2.0,0.4175838848257947,1.7110595703125,,,
v2_gru,32,0.0003,1e-05,0.0,1.0,0.4175838848257947,0.9339699745178223,,,
v2_gru,32,0.0003,1e-05,0.0,2.0,0.4175838848257947,0.9036931991577148,,,
v2_gru,32,0.0003,1e-05,0.1,1.0,0.4175838848257947,1.885871410369873,,,
v2_gru,32,0.0003,1e-05,0.1,2.0,0.4175838848257947,1.8761670589447021,,,
v2_gru,32,0.0003,0.0001,0.0,1.0,0.4175838848257947,0.9204750061035156,,,
v2_gru,32,0.0003,0.0001,0.0,2.0,0.4175838848257947,0.9252958297729492,,,
v2_gru,32,0.0003,0.0001,0.1,1.0,0.4175838848257947,1.880248785018921,,,
v2_gru,32,0.0003,0.0001,0.1,2.0,0.4175838848257947,1.888338327407837,,,
v2_gru,32,0.001,1e-05,0.0,1.0,0.4175838848257947,0.9241213798522949,,,
v2_gru,32,0.001,1e-05,0.0,2.0,0.4175838848257947,0.922415018081665,,,
v2_gru,32,0.001,1e-05,0.1,1.0,0.4175838848257947,1.8933324813842773,,,
v2_gru,32,0.001,1e-05,0.1,2.0,0.4175838848257947,1.886173963546753,,,
v2_gru,32,0.001,0.0001,0.0,1.0,0.4175838848257947,0.9134771823883057,,,
v2_gru,32,0.001,0.0001,0.0,2.0,0.4175838848257947,0.9124448299407959,,,
v2_gru,32,0.001,0.0001,0.1,1.0,0.4175838848257947,1.8718173503875732,,,
v2_gru,32,0.001,0.0001,0.1,2.0,0.4175838848257947,1.8822100162506104,,,
v2_gru,64,0.0003,1e-05,0.0,1.0,0.4175838848257947,1.2000010013580322,,,
v2_gru,64,0.0003,1e-05,0.0,2.0,0.4175838848257947,1.1914374828338623,,,
v2_gru,64,0.0003,1e-05,0.1,1.0,0.4175838848257947,2.1971848011016846,,,
v2_gru,64,0.0003,1e-05,0.1,2.0,0.4175838848257947,2.1870319843292236,,,
v2_gru,64,0.0003,0.0001,0.0,1.0,0.4175838848257947,1.20391845703125,,,
v2_gru,64,0.0003,0.0001,0.0,2.0,0.4175838848257947,1.2026851177215576,,,
v2_gru,64,0.0003,0.0001,0.1,1.0,0.4175838848257947,2.182095766067505,,,
v2_gru,64,0.0003,0.0001,0.1,2.0,0.4175838848257947,2.169728994369507,,,
v2_gru,64,0.001,1e-05,0.0,1.0,0.4175838848257947,1.1896545886993408,,,
v2_gru,64,0.001,1e-05,0.0,2.0,0.4175838848257947,1.1972365379333496,,,
v2_gru,64,0.001,1e-05,0.1,1.0,0.4175838848257947,2.1577131748199463,,,
v2_gru,64,0.001,1e-05,0.1,2.0,0.4175838848257947,2.151275157928467,,,
v2_gru,64,0.001,0.0001,0.0,1.0,0.4175838848257947,1.207099437713623,,,
v2_gru,64,0.001,0.0001,0.0,2.0,0.4175838848257947,1.1925461292266846,,,
v2_gru,64,0.001,0.0001,0.1,1.0,0.4175838848257947,2.1929550170898438,,,
v2_gru,64,0.001,0.0001,0.1,2.0,0.4175838848257947,2.1613051891326904,,,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.4175838848257947,1.3488295078277588,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.4175838848257947,1.338266134262085,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.4175838848257947,2.253204822540283,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.4175838848257947,2.2568328380584717,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.4175838848257947,1.3363111019134521,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.4175838848257947,1.3419039249420166,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.4175838848257947,2.2538387775421143,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.4175838848257947,2.257406234741211,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.4175838848257947,1.335158348083496,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.4175838848257947,1.3357577323913574,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.4175838848257947,2.261510133743286,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.4175838848257947,2.2468748092651367,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.4175838848257947,1.3352620601654053,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.4175838848257947,1.3339056968688965,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.4175838848257947,2.2455315589904785,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.4175838848257947,2.253312349319458,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.4175838848257947,1.4615650177001953,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.4175838848257947,1.4669787883758545,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.4175838848257947,2.886507749557495,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.4175838848257947,2.8911683559417725,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.4175838848257947,1.4662272930145264,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.4175838848257947,1.4706697463989258,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.4175838848257947,2.8893396854400635,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.4175838848257947,2.8896238803863525,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.4175838848257947,1.4622299671173096,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.4175838848257947,1.466327428817749,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.4175838848257947,2.8801372051239014,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.4175838848257947,2.881190061569214,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.4175838848257947,1.4684796333312988,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.4175838848257947,1.460911512374878,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.4175838848257947,2.873675584793091,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.4175838848257947,2.8869686126708984,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.4175838848257947,1.808126449584961,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.4175838848257947,1.8124871253967285,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.4175838848257947,4.7218756675720215,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.4175838848257947,4.706921100616455,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.4175838848257947,1.8049938678741455,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.4175838848257947,1.8072078227996826,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.4175838848257947,4.701255559921265,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.4175838848257947,4.709782361984253,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.4175838848257947,1.8045737743377686,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.4175838848257947,1.8112475872039795,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.4175838848257947,4.703911542892456,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.4175838848257947,4.701267242431641,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.4175838848257947,1.8041059970855713,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.4175838848257947,1.8038294315338135,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.4175838848257947,4.699010610580444,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.4175838848257947,4.700262784957886,"(64, 32)",,
v4_bilinear,,0.0003,1e-05,,,0.4175838848257947,0.7796447277069092,,4,
v4_bilinear,,0.0003,0.0001,,,0.4175838848257947,0.7780907154083252,,4,
v4_bilinear,,0.001,1e-05,,,0.4175838848257947,0.7777848243713379,,4,
v4_bilinear,,0.001,0.0001,,,0.4175838848257947,0.7789716720581055,,4,
v4_bilinear,,0.0003,1e-05,,,0.4175838848257947,0.8002753257751465,,8,
v4_bilinear,,0.0003,0.0001,,,0.4175838848257947,0.799760103225708,,8,
v4_bilinear,,0.001,1e-05,,,0.4175838848257947,0.7991511821746826,,8,
v4_bilinear,,0.001,0.0001,,,0.4175838848257947,0.8013026714324951,,8,
v5_linear,,0.0003,1e-05,,,0.4172055719735226,2.566666603088379,,,16
v5_linear,,0.0003,0.0001,,,0.41720557313248247,2.564438819885254,,,16
v5_linear,,0.001,1e-05,,,0.4169306884798141,2.843735933303833,,,16
v5_linear,,0.001,0.0001,,,0.41693071693827044,2.8432414531707764,,,16
v5_linear,,0.0003,1e-05,,,0.41696699543633853,2.758308172225952,,,32
v5_linear,,0.0003,0.0001,,,0.4169669978472599,2.7597310543060303,,,32
v5_linear,,0.001,1e-05,,,0.4172179182218569,2.1492362022399902,,,32
v5_linear,,0.001,0.0001,,,0.41721792158362586,2.1458628177642822,,,32
v5_linear,,0.0003,1e-05,,,0.4175838848257947,1.722771167755127,,,64
v5_linear,,0.0003,0.0001,,,0.4175838848257947,1.7246003150939941,,,64
v5_linear,,0.001,1e-05,,,0.4175838848257947,1.7253870964050293,,,64
v5_linear,,0.001,0.0001,,,0.4175838848257947,1.727306842803955,,,64
