method,block,n,mean_residual,log_loss
combined,5,111620,-0.0015751386301085704,0.3817401387263148
combined,6,104670,-0.0033493307186640096,0.39127061102511235
combined,7,119073,0.0003846445908426527,0.4050108927602657
combined,8,131271,-0.010113422263237573,0.37161126107082343
combined,9,141379,-0.011908932656139827,0.37528937309865185
combined,10,139568,-0.01301186730345064,0.3738221034239412
combined,11,127973,-0.004850665373774395,0.39765028210774994
combined,12,142681,-0.00624926695237002,0.39154571886501705
combined,13,174676,-0.001635340161646187,0.3738928263917053
combined,14,174597,0.0031113404490947976,0.3836865384464667
combined,15,143491,0.0009921628444998622,0.4109518332666382
combined,16,134704,-0.0027045273823521577,0.40502981735451327
combined,17,123504,-0.00624782903573573,0.3972043215099746
combined,18,104754,-0.009248195888127897,0.39515530224059797
combined,19,92481,-0.009492255806720563,0.3860289914994322
combined,20,79707,-0.005428630937071325,0.38799342788893876
combined,21,74748,-0.006488907577567081,0.39018388882041477
combined,22,62550,-0.004150639006927562,0.38477347176915816
combined,23,59269,-0.003935614734176212,0.3889249003298468
time_of_day,0,53908,0.006804095986134983,0.4088304425323918
time_of_day,1,62845,0.002386730620077297,0.41778746171459974
time_of_day,2,83051,0.003974834970192227,0.39606649904274205
time_of_day,3,93859,0.0019226096834112463,0.40075339928027276
time_of_day,4,129890,-0.01242944922312317,0.34980538329388594
time_of_day,5,111620,-0.0028180250405222367,0.38179165076652805
time_of_day,6,104670,-0.002972307776912988,0.39128115426191257
time_of_day,7,119073,0.0008040330897863605,0.4050168285507281
time_of_day,8,131271,-0.008123404383900216,0.37187855591071467
time_of_day,9,141379,-0.010717644031432908,0.37594582736623994
time_of_day,10,139568,-0.008103194185119856,0.3734687604209919
time_of_day,11,127973,-0.006076861767341972,0.3978930300947117
time_of_day,12,142681,-0.009598450861288823,0.39208675517320696
time_of_day,13,174676,-0.00802536078084341,0.3743539114506805
time_of_day,14,174597,-0.002876657176771477,0.3836933853957902
time_of_day,15,143491,-0.0036821367091659177,0.4110329848867921
time_of_day,16,134704,0.00026405534539923896,0.40505830832773504
time_of_day,17,123504,0.004053006878833889,0.3971978693212186
time_of_day,18,104754,0.006703248390898831,0.39504007019570175
time_of_day,19,92481,0.00463378250080894,0.38576972565505524
time_of_day,20,79707,0.008572862083494047,0.38822679789499925
time_of_day,21,74748,0.006864658755339716,0.39024959889094135
time_of_day,22,62550,0.00438529619615129,0.3848487218890405
time_of_day,23,59269,-0.00022418746716836987,0.3890224869390011
