B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
2.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.4207979767041661,0.4246022136869885
2.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.4207979767041661,0.4246022136869885
0.25,0.03,inv_sqrt,block,3600,1800,1e-05,0.4207979767041661,0.4246022136869885
0.25,0.03,inv_sqrt,block,1800,1800,1e-05,0.4207979767041661,0.4246022136869885
1.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.4207979767041661,0.4246022136869885
0.5,0.03,inv_sqrt,block,3600,1800,1e-05,0.4207979767041661,0.4246022136869885
1.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.4207979767041661,0.4246022136869885
0.5,0.03,inv_sqrt,block,1800,1800,1e-05,0.4207979767041661,0.4246022136869885
2.0,0.03,const,block,900,1800,1e-05,0.4207984293711599,0.42460292529835697
0.25,0.03,const,block,900,1800,1e-05,0.4207984293711599,0.42460292529835697
0.5,0.03,const,block,900,1800,1e-05,0.4207984293711599,0.42460292529835697
1.0,0.03,const,block,900,1800,1e-05,0.4207984293711599,0.42460292529835697
1.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4207989134957579,0.42460253852331237
2.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4207989134957579,0.42460253852331237
0.25,0.03,inv_sqrt,block,900,1800,1e-05,0.4207989134957579,0.42460253852331237
0.5,0.03,inv_sqrt,block,900,1800,1e-05,0.4207989134957579,0.42460253852331237
0.25,0.01,const,block,1800,1800,1e-05,0.420799707626811,0.4246021145506697
0.25,0.01,const,block,3600,1800,1e-05,0.420799707626811,0.4246021145506697
2.0,0.01,const,block,3600,1800,1e-05,0.420799707626811,0.4246021145506697
2.0,0.01,const,block,1800,1800,1e-05,0.420799707626811,0.4246021145506697
1.0,0.01,const,block,1800,1800,1e-05,0.420799707626811,0.4246021145506697
1.0,0.01,const,block,3600,1800,1e-05,0.420799707626811,0.4246021145506697
0.5,0.01,const,block,1800,1800,1e-05,0.420799707626811,0.4246021145506697
0.5,0.01,const,block,3600,1800,1e-05,0.420799707626811,0.4246021145506697
0.5,0.01,inv_sqrt,block,3600,1800,1e-05,0.42080062057445605,0.42460231931601833
0.5,0.01,inv_sqrt,block,1800,1800,1e-05,0.42080062057445605,0.42460231931601833
0.25,0.01,inv_sqrt,block,3600,1800,1e-05,0.42080062057445605,0.42460231931601833
0.25,0.01,inv_sqrt,block,1800,1800,1e-05,0.42080062057445605,0.42460231931601833
2.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42080062057445605,0.42460231931601833
2.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42080062057445605,0.42460231931601833
1.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42080062057445605,0.42460231931601833
1.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42080062057445605,0.42460231931601833
0.5,0.01,const,block,900,1800,1e-05,0.42080069313609086,0.4246025645381171
0.25,0.01,const,block,900,1800,1e-05,0.42080069313609086,0.4246025645381171
2.0,0.01,const,block,900,1800,1e-05,0.42080069313609086,0.4246025645381171
1.0,0.01,const,block,900,1800,1e-05,0.42080069313609086,0.4246025645381171
1.0,0.01,inv_sqrt,block,900,1800,1e-05,0.4208009355482961,0.4246024275245438
0.5,0.01,inv_sqrt,block,900,1800,1e-05,0.4208009355482961,0.4246024275245438
0.25,0.01,inv_sqrt,block,900,1800,1e-05,0.4208009355482961,0.4246024275245438
2.0,0.01,inv_sqrt,block,900,1800,1e-05,0.4208009355482961,0.4246024275245438
