variant,hidden,lr,weight_decay,dropout,delta_max,dev_imp_wt_ll,seconds,mlp_hidden,rank,cross_dim
v1_transformer,64,0.0003,1e-05,0.1,1.0,0.6063162669578958,68.37601852416992,,,
v1_transformer,64,0.0003,1e-05,0.1,2.0,0.6063162669578958,68.16474175453186,,,
v1_transformer,64,0.0003,0.0001,0.0,1.0,0.6063162669578958,63.325549364089966,,,
v1_transformer,64,0.0003,0.0001,0.0,2.0,0.6063162669578958,63.65695405006409,,,
v1_transformer,64,0.0003,0.0001,0.1,1.0,0.6063162669578958,68.17645335197449,,,
v1_transformer,64,0.0003,0.0001,0.1,2.0,0.6063162669578958,68.09910225868225,,,
v1_transformer,64,0.001,1e-05,0.0,1.0,0.6063162669578958,63.385547399520874,,,
v1_transformer,64,0.001,1e-05,0.0,2.0,0.6063162669578958,63.366318464279175,,,
v1_transformer,64,0.001,1e-05,0.1,1.0,0.6063162669578958,68.20451402664185,,,
v1_transformer,64,0.001,1e-05,0.1,2.0,0.6063162669578958,68.27624201774597,,,
v1_transformer,64,0.001,0.0001,0.0,1.0,0.6063162669578958,63.27354621887207,,,
v1_transformer,64,0.001,0.0001,0.0,2.0,0.6063162669578958,63.26247715950012,,,
v1_transformer,64,0.001,0.0001,0.1,1.0,0.6063162669578958,68.0295741558075,,,
v1_transformer,64,0.001,0.0001,0.1,2.0,0.6063162669578958,67.97954034805298,,,
v2_gru,16,0.0003,1e-05,0.0,1.0,0.6063162669578958,1.8286733627319336,,,
v2_gru,16,0.0003,1e-05,0.0,2.0,0.6063162669578958,1.8202934265136719,,,
v2_gru,16,0.0003,1e-05,0.1,1.0,0.6063162669578958,4.226252794265747,,,
v2_gru,16,0.0003,1e-05,0.1,2.0,0.6063162669578958,4.234988689422607,,,
v2_gru,16,0.0003,0.0001,0.0,1.0,0.6063162669578958,1.8414866924285889,,,
v2_gru,16,0.0003,0.0001,0.0,2.0,0.6063162669578958,1.829704999923706,,,
v2_gru,16,0.0003,0.0001,0.1,1.0,0.6063162669578958,4.223772287368774,,,
v2_gru,16,0.0003,0.0001,0.1,2.0,0.6063162669578958,4.234827518463135,,,
v2_gru,16,0.001,1e-05,0.0,1.0,0.6063162669578958,1.8388915061950684,,,
v2_gru,16,0.001,1e-05,0.0,2.0,0.6063162669578958,1.840848445892334,,,
v2_gru,16,0.001,1e-05,0.1,1.0,0.6063162669578958,4.231745719909668,,,
v2_gru,16,0.001,1e-05,0.1,2.0,0.6063162669578958,4.224051475524902,,,
v2_gru,16,0.001,0.0001,0.0,1.0,0.6063162669578958,1.8216700553894043,,,
v2_gru,16,0.001,0.0001,0.0,2.0,0.6063162669578958,1.8276209831237793,,,
v2_gru,16,0.001,0.0001,0.1,1.0,0.6063162669578958,4.227242708206177,,,
v2_gru,16,0.001,0.0001,0.1,2.0,0.6063162669578958,4.243096351623535,,,
v2_gru,32,0.0003,1e-05,0.0,1.0,0.6063162669578958,2.3459384441375732,,,
v2_gru,32,0.0003,1e-05,0.0,2.0,0.6063162669578958,2.340494394302368,,,
v2_gru,32,0.0003,1e-05,0.1,1.0,0.6063162669578958,4.7686522006988525,,,
v2_gru,32,0.0003,1e-05,0.1,2.0,0.6063162669578958,4.763294696807861,,,
v2_gru,32,0.0003,0.0001,0.0,1.0,0.6063162669578958,2.3366079330444336,,,
v2_gru,32,0.0003,0.0001,0.0,2.0,0.6063162669578958,2.340045928955078,,,
v2_gru,32,0.0003,0.0001,0.1,1.0,0.6063162669578958,4.746322393417358,,,
v2_gru,32,0.0003,0.0001,0.1,2.0,0.6063162669578958,4.760972023010254,,,
v2_gru,32,0.001,1e-05,0.0,1.0,0.6063162669578958,2.3320226669311523,,,
v2_gru,32,0.001,1e-05,0.0,2.0,0.6063162669578958,2.3356049060821533,,,
v2_gru,32,0.001,1e-05,0.1,1.0,0.6063162669578958,4.749662399291992,,,
v2_gru,32,0.001,1e-05,0.1,2.0,0.6063162669578958,4.751901149749756,,,
v2_gru,32,0.001,0.0001,0.0,1.0,0.6063162669578958,2.3274710178375244,,,
v2_gru,32,0.001,0.0001,0.0,2.0,0.6063162669578958,2.3288421630859375,,,
v2_gru,32,0.001,0.0001,0.1,1.0,0.6063162669578958,4.76891565322876,,,
v2_gru,32,0.001,0.0001,0.1,2.0,0.6063162669578958,4.757517099380493,,,
v2_gru,64,0.0003,1e-05,0.0,1.0,0.6063162669578958,2.9946699142456055,,,
v2_gru,64,0.0003,1e-05,0.0,2.0,0.6063162669578958,2.9885947704315186,,,
v2_gru,64,0.0003,1e-05,0.1,1.0,0.6063162669578958,5.395246982574463,,,
v2_gru,64,0.0003,1e-05,0.1,2.0,0.6063162669578958,5.405667304992676,,,
v2_gru,64,0.0003,0.0001,0.0,1.0,0.6063162669578958,3.0160248279571533,,,
v2_gru,64,0.0003,0.0001,0.0,2.0,0.6063162669578958,3.0056440830230713,,,
v2_gru,64,0.0003,0.0001,0.1,1.0,0.6063162669578958,5.42126989364624,,,
v2_gru,64,0.0003,0.0001,0.1,2.0,0.6063162669578958,5.431643962860107,,,
v2_gru,64,0.001,1e-05,0.0,1.0,0.6063162669578958,2.9937517642974854,,,
v2_gru,64,0.001,1e-05,0.0,2.0,0.6063162669578958,2.985285997390747,,,
v2_gru,64,0.001,1e-05,0.1,1.0,0.6063162669578958,5.386357307434082,,,
v2_gru,64,0.001,1e-05,0.1,2.0,0.6063162669578958,5.397784471511841,,,
v2_gru,64,0.001,0.0001,0.0,1.0,0.6063162669578958,2.9979779720306396,,,
v2_gru,64,0.001,0.0001,0.0,2.0,0.6063162669578958,2.987199544906616,,,
v2_gru,64,0.001,0.0001,0.1,1.0,0.6063162669578958,5.384206533432007,,,
v2_gru,64,0.001,0.0001,0.1,2.0,0.6063162669578958,5.399364948272705,,,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063162669578958,3.5668623447418213,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063162669578958,3.5615036487579346,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063162669578958,5.947221279144287,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063162669578958,5.950565338134766,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063162669578958,3.578583002090454,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063162669578958,3.570497989654541,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063162669578958,5.919972896575928,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063162669578958,5.924414157867432,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063162669578958,3.578678607940674,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063162669578958,3.5793230533599854,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063162669578958,5.957904577255249,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063162669578958,5.945050001144409,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063162669578958,3.630189895629883,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063162669578958,3.6241040229797363,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063162669578958,5.980565309524536,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063162669578958,5.935249090194702,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063162669578958,3.9837143421173096,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063162669578958,3.9812896251678467,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063162669578958,7.565117120742798,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063162669578958,7.544701814651489,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063162669578958,3.972439765930176,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063162669578958,3.969186305999756,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063162669578958,7.531866788864136,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063162669578958,7.534151315689087,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063162669578958,3.9507126808166504,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063162669578958,3.9691874980926514,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063162669578958,7.575890779495239,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063162669578958,7.559612512588501,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063162669578958,3.979032516479492,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063162669578958,3.9638776779174805,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063162669578958,7.580226182937622,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063162669578958,7.509576320648193,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063162669578958,5.072992324829102,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063162669578958,5.084813833236694,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063162669578958,12.381823301315308,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063162669578958,12.39445447921753,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063162669578958,5.071171522140503,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063162669578958,5.107635974884033,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063162669578958,12.406564950942993,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063162669578958,12.367392301559448,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063162669578958,5.076007127761841,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063162669578958,5.132913827896118,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063162669578958,12.378534317016602,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063162669578958,12.380998134613037,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063162669578958,5.072957515716553,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063162669578958,5.077006101608276,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063162669578958,12.373603105545044,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063162669578958,12.349442481994629,"(64, 32)",,
v4_bilinear,,0.0003,1e-05,,,0.6063162669578958,2.229301691055298,,4,
v4_bilinear,,0.0003,0.0001,,,0.6063162669578958,2.2364821434020996,,4,
v4_bilinear,,0.001,1e-05,,,0.6062287013125084,5.653055906295776,,4,
v4_bilinear,,0.001,0.0001,,,0.6062290594062096,5.64070463180542,,4,
v4_bilinear,,0.0003,1e-05,,,0.6063162669578958,2.294869899749756,,8,
v4_bilinear,,0.0003,0.0001,,,0.6063162669578958,2.3041164875030518,,8,
v4_bilinear,,0.001,1e-05,,,0.6062287013125084,5.758779287338257,,8,
v4_bilinear,,0.001,0.0001,,,0.6062290594062096,5.756411075592041,,8,
v5_linear,,0.0003,1e-05,,,0.6061352668410032,5.187145948410034,,,16
v5_linear,,0.0003,0.0001,,,0.6061352694044823,5.185283660888672,,,16
v5_linear,,0.001,1e-05,,,0.6061827070712915,6.711676597595215,,,16
v5_linear,,0.001,0.0001,,,0.6061827693224344,6.731041193008423,,,16
v5_linear,,0.0003,1e-05,,,0.6061418838342545,7.350688695907593,,,32
v5_linear,,0.0003,0.0001,,,0.6061418914795634,7.2781641483306885,,,32
v5_linear,,0.001,1e-05,,,0.606165632446331,6.452101469039917,,,32
v5_linear,,0.001,0.0001,,,0.6061656464499925,6.459880352020264,,,32
v5_linear,,0.0003,1e-05,,,0.6063162669578958,4.57034158706665,,,64
v5_linear,,0.0003,0.0001,,,0.6063162669578958,4.552164316177368,,,64
v5_linear,,0.001,1e-05,,,0.6063162669578958,4.542059898376465,,,64
v5_linear,,0.001,0.0001,,,0.6063162669578958,4.6036341190338135,,,64
